MA TRADER ||  2018-04-16T06:53 #:  0 {}
MA TRADER ||  2018-04-16T11:48 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12342.5  SMA  12503.208333333334  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  11:49  || Last Bar open: 12342.5  high: 12345.0 low: 12337.5 close: 12340.0  || SMA60  12503.21
MA TRADER ||  2018-04-16T11:49 #:  0 {} last Price  open: 12342.5  high: 12345.0 low: 12337.5 close: 12340.0  SMA  12503.208333333334  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  11:50  || Last Bar open: 12342.5  high: 12345.0 low: 12337.5 close: 12340.0  || SMA60  12503.21
MA TRADER ||  2018-04-16T11:50 #:  0 {} last Price  open: 12342.5  high: 12345.0 low: 12337.5 close: 12340.0  SMA  12503.208333333334  last trade time  2018-04-16T10:36
 no touch 
CANCELLING ALL ORDERS  2018-04-16T11:51
MA TRADER ||  2018-04-16T11:51 #:  0 {} last Price  open: 12342.5  high: 12345.0 low: 12337.5 close: 12337.5  SMA  12503.208333333334  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  11:51  || Last Bar open: 12342.5  high: 12345.0 low: 12337.5 close: 12337.5  || SMA60  12503.21
 no touch 
Observing MA Touch ||  Time:  11:52  || Last Bar open: 12340.0  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12499.27
MA TRADER ||  2018-04-16T11:52 #:  0 {} last Price  open: 12340.0  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12499.270833333334  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  11:53  || Last Bar open: 12340.0  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12499.27
MA TRADER ||  2018-04-16T11:53 #:  0 {} last Price  open: 12340.0  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12499.270833333334  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  11:54  || Last Bar open: 12340.0  high: 12342.5 low: 12337.5 close: 12340.0  || SMA60  12499.27
MA TRADER ||  2018-04-16T11:54 #:  0 {} last Price  open: 12340.0  high: 12342.5 low: 12337.5 close: 12340.0  SMA  12499.270833333334  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  11:55  || Last Bar open: 12340.0  high: 12342.5 low: 12337.5 close: 12340.0  || SMA60  12499.27
MA TRADER ||  2018-04-16T11:55 #:  0 {} last Price  open: 12340.0  high: 12342.5 low: 12337.5 close: 12340.0  SMA  12499.270833333334  last trade time  2018-04-16T10:36
 no touch 
CANCELLING ALL ORDERS  2018-04-16T11:56
Observing MA Touch ||  Time:  11:56  || Last Bar open: 12340.0  high: 12342.5 low: 12337.5 close: 12340.0  || SMA60  12499.27
MA TRADER ||  2018-04-16T11:56 #:  0 {} last Price  open: 12340.0  high: 12342.5 low: 12337.5 close: 12340.0  SMA  12499.270833333334  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  11:57  || Last Bar open: 12342.5  high: 12342.5 low: 12340.0 close: 12342.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T11:57 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12340.0 close: 12342.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T11:58 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12340.0 close: 12340.0  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  11:58  || Last Bar open: 12342.5  high: 12342.5 low: 12340.0 close: 12340.0  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T11:59 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12340.0 close: 12340.0  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  11:59  || Last Bar open: 12342.5  high: 12342.5 low: 12340.0 close: 12340.0  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  12:00  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:00 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
CANCELLING ALL ORDERS  2018-04-16T12:01
MA TRADER ||  2018-04-16T12:01 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:01  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T12:02 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:02  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T12:03 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:03  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  12:04  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:04 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T12:05 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:05  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
CANCELLING ALL ORDERS  2018-04-16T12:06
Observing MA Touch ||  Time:  12:06  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:06 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T12:07 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:07  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T12:08 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:08  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  12:09  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T12:09 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:10  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:10 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:11  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
CANCELLING ALL ORDERS  2018-04-16T12:11
 no touch 
MA TRADER ||  2018-04-16T12:11 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:12  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:12 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T12:13 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:13  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  12:14  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:14 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T12:15 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:15  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
CANCELLING ALL ORDERS  2018-04-16T12:16
Observing MA Touch ||  Time:  12:16  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:16 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T12:17 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:17  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T12:18 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:18  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  12:19  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:19 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:20  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:20 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
CANCELLING ALL ORDERS  2018-04-16T12:21
MA TRADER ||  2018-04-16T12:21 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:21  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T12:22 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:22  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  12:23  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:23 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:24  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:24 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T12:25 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:25  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
CANCELLING ALL ORDERS  2018-04-16T12:26
MA TRADER ||  2018-04-16T12:26 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:26  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  12:27  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:27 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:28  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:28 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:29  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:29 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:30  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:30 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
CANCELLING ALL ORDERS  2018-04-16T12:31
Observing MA Touch ||  Time:  12:31  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:31 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T12:32 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:32  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T12:33 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:33  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  12:34  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T12:34 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:35  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:35 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
CANCELLING ALL ORDERS  2018-04-16T12:36
Observing MA Touch ||  Time:  12:36  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:36 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:37  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:37 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:38  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:38 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:39  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:39 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T12:40 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:40  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
CANCELLING ALL ORDERS  2018-04-16T12:41
Observing MA Touch ||  Time:  12:41  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:41 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:42  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:42 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:43  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:43 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:44  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:44 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T12:45 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:45  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
CANCELLING ALL ORDERS  2018-04-16T12:46
Observing MA Touch ||  Time:  12:46  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T12:46 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:47  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:47 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T12:48 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:48  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  12:49  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:49 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:50  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:50 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
CANCELLING ALL ORDERS  2018-04-16T12:51
Observing MA Touch ||  Time:  12:51  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:51 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T12:52 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  12:52  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  12:53  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:53 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:54  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:54 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:55  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:55 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
CANCELLING ALL ORDERS  2018-04-16T12:56
Observing MA Touch ||  Time:  12:56  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:56 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:57  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:57 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:58  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:58 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  12:59  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T12:59 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  13:00  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T13:00 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
CANCELLING ALL ORDERS  2018-04-16T13:01
Observing MA Touch ||  Time:  13:01  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T13:01 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
MA TRADER ||  2018-04-16T13:02 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  13:02  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  13:03  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T13:03 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  13:04  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T13:04 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
MA TRADER ||  2018-04-16T13:05 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  13:05  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
CANCELLING ALL ORDERS  2018-04-16T13:06
MA TRADER ||  2018-04-16T13:06 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  13:06  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T13:07 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  13:07  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T13:08 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  13:08  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  13:09  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
MA TRADER ||  2018-04-16T13:09 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  13:10  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
